,y_pred
2997,0
2998,1
2999,0
3000,0
3001,0
3002,0
3003,0
3004,0
3005,1
3006,0
3007,0
3008,0
3009,0
3010,0
3011,1
3012,0
3013,0
3014,0
3015,0
3016,1
3017,1
3018,1
3019,0
3020,1
3021,1
3022,0
3023,1
3024,1
3025,1
3026,0
3027,0
3028,0
3029,0
3030,0
3031,0
3032,1
3033,0
3034,0
3035,0
3036,0
3037,0
3038,1
3039,0
3040,0
3041,0
3042,0
3043,1
3044,1
3045,1
3046,0
3047,1
3048,0
3049,1
3050,0
3051,0
3052,0
3053,0
3054,0
3055,0
3056,1
3057,1
3058,1
3059,0
3060,1
3061,1
3062,1
3063,1
3064,0
3065,0
3066,1
3067,1
3068,1
3069,0
3070,0
3071,1
3072,0
3073,0
3074,0
3075,0
3076,0
3077,0
3078,1
3079,0
3080,0
3081,0
3082,0
3083,0
3084,1
3085,0
3086,0
3087,0
3088,0
3089,0
3090,0
3091,0
3092,0
3093,1
3094,1
3095,0
3096,0
3097,0
3098,0
3099,0
3100,0
3101,0
3102,0
3103,0
3104,1
3105,1
3106,0
3107,0
3108,1
3109,1
3110,0
3111,0
3112,0
3113,0
3114,0
3115,0
3116,0
3117,1
3118,0
3119,0
3120,0
3121,0
3122,0
3123,0
3124,1
3125,0
3126,1
3127,0
3128,0
3129,0
3130,0
3131,1
3132,1
3133,1
3134,0
3135,0
3136,0
3137,0
3138,0
3139,0
3140,0
3141,0
3142,0
3143,0
3144,1
3145,0
3146,0
3147,0
3148,0
3149,0
3150,0
3151,0
3152,0
3153,0
3154,0
3155,0
3156,0
3157,0
3158,0
3159,1
3160,0
3161,1
3162,1
3163,0
3164,0
3165,0
3166,0
3167,0
3168,1
3169,0
3170,0
3171,0
3172,0
3173,0
3174,0
3175,0
3176,1
3177,0
3178,0
3179,0
3180,0
3181,0
3182,0
3183,0
3184,0
3185,0
3186,0
3187,0
3188,0
3189,0
3190,0
3191,0
3192,0
3193,0
3194,0
3195,0
3196,1
3197,0
3198,0
3199,0
3200,0
3201,0
3202,1
3203,1
3204,0
3205,0
3206,0
3207,0
3208,0
3209,0
3210,0
3211,0
3212,0
3213,0
3214,0
3215,1
3216,0
3217,0
3218,0
3219,0
3220,0
3221,0
3222,0
3223,1
3224,0
3225,0
3226,0
3227,0
3228,0
3229,0
3230,0
3231,1
3232,0
3233,0
3234,0
3235,1
3236,1
3237,0
3238,0
3239,0
3240,0
3241,0
3242,0
3243,1
3244,0
3245,0
3246,1
3247,0
3248,1
3249,0
3250,0
3251,0
3252,0
3253,0
3254,0
3255,0
3256,0
3257,0
3258,1
3259,0
3260,0
3261,0
3262,0
3263,0
3264,0
3265,0
3266,0
3267,0
3268,0
3269,0
3270,0
3271,1
3272,1
3273,0
3274,0
3275,1
3276,1
3277,0
3278,0
3279,0
3280,0
3281,1
3282,0
3283,0
3284,0
3285,0
3286,1
3287,1
3288,1
3289,1
3290,1
3291,1
3292,1
3293,1
3294,1
3295,1
3296,1
3297,1
3298,1
3299,1
3300,1
3301,1
3302,1
3303,1
3304,0
3305,1
3306,1
3307,1
3308,1
3309,1
3310,1
3311,1
3312,1
3313,1
3314,1
3315,1
3316,1
3317,1
3318,1
3319,1
3320,1
3321,1
3322,0
3323,0
3324,0
3325,0
3326,0
3327,0
3328,0
3329,0
3330,0
3331,0
3332,0
3333,0
3334,0
3335,0
3336,0
3337,0
3338,0
3339,0
3340,0
3341,0
3342,0
3343,0
3344,0
3345,1
3346,0
3347,0
3348,1
3349,1
3350,0
3351,1
3352,0
3353,1
3354,1
3355,1
3356,1
3357,1
3358,0
3359,0
3360,0
3361,0
3362,1
3363,1
3364,0
3365,0
3366,0
3367,0
3368,0
3369,0
3370,0
3371,0
3372,0
3373,1
3374,0
3375,0
3376,1
3377,0
3378,0
3379,1
3380,1
3381,1
3382,0
3383,1
3384,1
3385,1
3386,1
3387,1
3388,0
3389,1
3390,1
3391,1
3392,1
3393,1
3394,1
3395,1
3396,1
3397,1
3398,1
3399,1
3400,1
3401,1
3402,1
3403,1
3404,1
3405,1
3406,1
3407,1
3408,1
3409,1
3410,1
3411,1
3412,1
3413,0
3414,0
3415,0
3416,1
3417,1
3418,0
3419,1
3420,0
3421,1
3422,0
3423,1
3424,1
3425,1
3426,1
3427,0
3428,0
3429,0
3430,1
3431,0
3432,1
3433,0
3434,0
3435,0
3436,1
3437,1
3438,1
3439,1
3440,1
3441,1
3442,1
3443,0
3444,1
3445,0
3446,1
3447,1
3448,0
3449,1
3450,1
3451,1
3452,1
3453,1
3454,1
3455,0
3456,0
3457,0
3458,0
3459,0
3460,1
3461,1
3462,1
3463,0
3464,0
3465,1
3466,0
3467,1
3468,0
3469,0
3470,0
3471,0
3472,1
3473,1
3474,1
3475,1
3476,0
3477,1
3478,0
3479,0
3480,0
3481,0
3482,0
3483,1
3484,0
3485,1
3486,1
3487,1
3488,1
3489,0
3490,0
3491,1
3492,1
3493,0
3494,1
3495,1
3496,0
3497,0
3498,0
3499,1
3500,1
3501,0
3502,0
3503,1
3504,0
3505,0
3506,0
3507,0
3508,0
3509,0
3510,0
3511,0
3512,0
3513,0
3514,0
3515,0
3516,0
3517,0
3518,1
3519,0
3520,0
3521,0
3522,0
3523,1
3524,0
3525,0
3526,0
3527,0
3528,0
3529,0
3530,0
3531,1
3532,0
3533,0
3534,0
3535,0
3536,0
3537,0
3538,0
3539,0
3540,0
3541,1
3542,1
3543,0
3544,0
3545,0
3546,0
3547,0
3548,0
3549,1
3550,0
3551,1
3552,0
3553,1
3554,1
3555,1
3556,0
3557,0
3558,1
3559,1
3560,1
3561,0
3562,1
3563,0
3564,1
3565,1
3566,0
3567,0
3568,0
3569,0
3570,0
3571,0
3572,0
3573,0
3574,0
3575,0
3576,1
3577,0
3578,0
3579,0
3580,0
3581,0
3582,0
3583,0
3584,0
3585,0
3586,0
3587,0
3588,0
3589,1
3590,1
3591,0
3592,1
3593,0
3594,1
3595,1
3596,1
3597,1
3598,1
3599,1
3600,1
3601,1
3602,0
3603,0
3604,0
3605,0
3606,0
3607,0
3608,1
3609,1
3610,0
3611,1
3612,1
3613,0
3614,0
3615,0
3616,0
3617,1
3618,1
3619,0
3620,0
3621,1
3622,1
3623,1
3624,1
3625,0
3626,0
3627,0
3628,0
3629,1
3630,1
3631,0
3632,1
3633,1
3634,0
3635,0
3636,0
3637,0
3638,0
3639,0
3640,0
3641,0
3642,0
3643,0
3644,0
3645,0
3646,0
3647,0
3648,1
3649,0
3650,0
3651,0
3652,1
3653,0
3654,1
3655,0
3656,0
3657,1
3658,0
3659,1
3660,1
3661,1
3662,0
3663,1
3664,1
3665,1
3666,1
3667,1
3668,1
3669,0
3670,0
3671,0
3672,0
3673,1
3674,1
3675,0
3676,0
3677,0
3678,1
3679,0
3680,1
3681,0
3682,0
3683,1
3684,0
3685,1
3686,1
3687,1
3688,0
3689,1
3690,0
3691,0
3692,0
3693,1
3694,1
3695,0
3696,1
3697,0
3698,0
3699,0
3700,0
3701,0
3702,0
3703,0
3704,0
3705,0
3706,0
3707,0
3708,0
3709,0
3710,1
3711,0
3712,0
3713,0
3714,0
3715,0
3716,0
3717,0
3718,0
3719,1
3720,0
3721,0
3722,0
3723,0
3724,0
3725,0
3726,0
3727,0
3728,0
3729,1
3730,0
3731,0
3732,0
3733,0
3734,0
3735,0
3736,0
3737,1
3738,0
3739,0
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0
3748,0
3749,0
3750,0
3751,0
3752,0
3753,0
3754,0
3755,0
3756,0
3757,0
3758,0
3759,0
3760,0
3761,0
3762,0
3763,0
3764,0
3765,0
3766,0
3767,0
3768,0
3769,0
3770,0
3771,0
3772,0
3773,0
3774,0
3775,0
3776,0
3777,0
3778,0
3779,0
3780,0
3781,0
3782,0
3783,0
3784,0
3785,0
3786,0
3787,0
3788,0
3789,0
3790,0
3791,0
3792,0
3793,0
3794,0
3795,0
3796,0
3797,0
3798,1
3799,0
3800,1
3801,0
3802,0
3803,0
3804,0
3805,0
3806,0
3807,0
3808,0
3809,0
3810,0
3811,0
3812,0
3813,0
3814,0
3815,0
3816,0
3817,0
3818,0
3819,0
3820,0
3821,1
3822,0
3823,0
3824,0
3825,0
3826,1
3827,0
3828,0
3829,0
3830,0
3831,0
3832,0
3833,0
3834,0
3835,0
3836,0
3837,0
3838,0
3839,0
3840,1
3841,0
3842,0
3843,0
3844,0
3845,0
3846,0
3847,0
3848,0
3849,0
3850,0
3851,0
3852,1
3853,0
3854,0
3855,1
3856,0
3857,0
3858,0
3859,0
3860,0
3861,0
3862,0
3863,0
3864,0
3865,1
3866,1
3867,0
3868,0
3869,1
3870,1
3871,0
3872,0
3873,0
3874,0
3875,0
3876,1
3877,0
3878,0
3879,0
3880,1
3881,0
3882,0
3883,0
3884,0
3885,0
3886,0
3887,1
3888,0
3889,1
3890,0
3891,1
3892,0
3893,0
3894,1
3895,0
3896,1
3897,0
3898,1
3899,0
3900,0
3901,0
3902,0
3903,0
3904,0
3905,0
3906,0
3907,0
3908,0
3909,0
3910,0
3911,0
3912,0
3913,0
3914,0
3915,0
3916,0
3917,0
3918,0
3919,0
3920,0
3921,0
3922,0
3923,0
3924,0
3925,0
3926,0
3927,0
3928,1
3929,0
3930,0
3931,0
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3941,0
3942,0
3943,0
3944,0
3945,0
3946,0
3947,0
3948,0
3949,0
3950,0
3951,0
3952,0
3953,0
3954,0
3955,1
3956,0
3957,0
3958,0
3959,1
3960,1
3961,0
3962,1
3963,0
3964,0
3965,0
3966,1
3967,0
3968,0
3969,1
3970,0
3971,0
3972,0
3973,0
3974,1
3975,1
3976,1
3977,1
3978,1
3979,1
3980,1
3981,1
3982,1
3983,0
3984,0
3985,1
3986,1
3987,0
3988,1
3989,1
3990,1
3991,0
3992,0
3993,0
3994,0
3995,1
3996,0
3997,0
3998,1
3999,1
4000,1
4001,1
4002,1
4003,0
4004,0
4005,1
4006,1
4007,0
4008,1
4009,0
4010,1
4011,1
4012,0
4013,0
4014,1
4015,1
4016,1
4017,1
4018,0
4019,0
4020,1
4021,1
4022,1
4023,0
4024,1
4025,0
4026,0
4027,1
4028,1
4029,1
4030,1
4031,1
4032,0
4033,1
4034,0
4035,0
4036,1
4037,1
4038,0
4039,0
4040,0
4041,0
4042,0
4043,0
4044,0
4045,0
4046,0
4047,0
4048,1
4049,1
4050,1
4051,1
4052,1
4053,1
4054,1
4055,0
4056,0
4057,1
4058,0
4059,0
4060,0
4061,0
4062,0
4063,0
4064,1
4065,0
4066,1
4067,1
4068,0
4069,1
4070,1
4071,1
4072,0
4073,0
4074,0
4075,0
4076,0
4077,0
4078,1
4079,1
4080,0
4081,1
4082,0
4083,0
4084,0
4085,0
4086,0
4087,0
4088,0
4089,1
4090,0
4091,1
4092,0
4093,0
4094,0
4095,0
4096,0
4097,0
4098,0
4099,0
4100,0
4101,0
4102,0
4103,0
4104,0
4105,0
4106,0
4107,0
4108,1
4109,0
4110,0
4111,0
4112,0
4113,0
4114,0
4115,0
4116,0
4117,0
4118,0
4119,0
4120,0
4121,0
4122,0
4123,0
4124,0
4125,0
4126,0
4127,0
4128,1
4129,0
4130,0
4131,0
4132,0
4133,0
4134,0
4135,0
4136,0
4137,0
4138,0
4139,0
4140,1
4141,0
4142,0
4143,1
4144,0
4145,0
4146,0
4147,0
4148,0
4149,0
4150,0
4151,0
4152,0
4153,0
4154,0
4155,0
4156,0
4157,0
4158,0
4159,0
4160,0
4161,0
4162,0
4163,0
4164,0
4165,1
4166,0
4167,1
4168,0
4169,0
4170,0
4171,0
4172,0
4173,0
4174,0
4175,0
4176,0
4177,0
4178,0
4179,0
4180,0
4181,0
4182,0
4183,0
4184,0
4185,0
4186,0
4187,0
4188,0
4189,0
4190,0
4191,1
4192,1
4193,0
4194,0
4195,0
4196,0
4197,0
4198,0
4199,0
4200,0
4201,0
4202,0
4203,0
4204,0
4205,0
4206,0
4207,0
4208,0
4209,0
4210,0
4211,0
4212,0
4213,0
4214,0
4215,0
4216,0
4217,0
4218,0
4219,0
4220,0
4221,0
4222,0
4223,0
4224,0
4225,0
4226,0
4227,0
4228,0
4229,0
4230,0
4231,0
4232,0
4233,0
4234,0
4235,0
4236,0
4237,0
4238,0
4239,0
4240,0
4241,0
4242,0
4243,0
4244,0
4245,0
4246,0
4247,0
4248,0
4249,0
4250,0
4251,0
4252,0
4253,0
4254,0
4255,0
4256,0
4257,1
4258,0
4259,0
4260,0
4261,0
4262,1
4263,1
4264,0
4265,0
4266,0
4267,0
4268,0
4269,0
4270,0
4271,0
4272,0
4273,0
4274,0
4275,0
4276,0
4277,0
4278,0
4279,0
4280,0
4281,0
4282,0
4283,0
4284,0
4285,0
4286,0
4287,0
4288,0
4289,0
4290,0
4291,0
4292,0
4293,0
4294,0
4295,0
4296,0
4297,0
4298,0
4299,0
4300,0
4301,0
4302,0
4303,0
4304,0
4305,0
4306,0
4307,0
4308,1
4309,0
4310,0
4311,0
4312,0
4313,0
4314,0
4315,1
4316,0
4317,0
4318,0
4319,0
4320,0
4321,0
4322,0
4323,0
4324,0
4325,0
4326,0
4327,0
4328,0
4329,0
4330,0
4331,0
4332,0
4333,0
4334,0
4335,0
4336,0
4337,0
4338,0
4339,0
4340,1
4341,0
4342,0
4343,0
4344,0
4345,0
4346,0
4347,0
4348,0
4349,0
4350,1
4351,0
4352,0
4353,0
4354,0
4355,0
4356,0
4357,0
4358,0
4359,0
4360,0
4361,0
4362,0
4363,0
4364,1
4365,0
4366,0
4367,0
4368,0
4369,0
4370,0
4371,0
4372,0
4373,0
4374,0
4375,0
4376,0
4377,1
4378,0
4379,0
4380,0
4381,0
4382,0
4383,0
4384,0
4385,0
4386,0
4387,0
4388,0
4389,0
4390,0
4391,0
4392,0
4393,0
4394,0
4395,0
4396,0
4397,0
4398,0
4399,0
4400,0
4401,0
4402,0
4403,0
4404,0
4405,1
4406,0
4407,0
4408,0
4409,0
4410,0
4411,0
4412,0
4413,0
4414,0
4415,0
4416,0
4417,0
4418,0
4419,0
4420,0
4421,0
4422,0
4423,0
4424,0
4425,0
4426,0
4427,0
4428,0
4429,0
4430,0
4431,0
4432,0
4433,0
4434,0
4435,0
4436,1
4437,1
4438,0
4439,0
4440,0
4441,0
4442,0
4443,0
4444,1
4445,1
4446,0
4447,0
4448,0
4449,1
4450,1
4451,1
4452,0
4453,0
4454,0
4455,0
4456,0
4457,1
4458,1
4459,1
4460,0
4461,1
4462,0
4463,0
4464,1
4465,1
4466,1
4467,0
4468,1
4469,1
4470,0
4471,1
4472,0
4473,0
4474,1
4475,1
4476,0
4477,0
4478,0
4479,0
4480,0
4481,0
4482,1
4483,0
4484,1
4485,1
4486,1
4487,1
4488,1
4489,1
4490,1
4491,1
4492,1
4493,0
4494,0
4495,0
4496,0
4497,0
4498,0
4499,0
4500,0
4501,0
4502,0
4503,0
4504,0
4505,0
4506,0
4507,0
4508,0
4509,0
4510,0
4511,0
4512,0
4513,0
4514,0
4515,0
4516,0
4517,0
4518,1
4519,0
4520,0
4521,0
4522,0
4523,0
4524,0
4525,0
4526,0
4527,0
4528,0
4529,0
4530,0
4531,0
4532,0
4533,0
4534,0
4535,0
4536,0
4537,0
4538,1
4539,0
4540,1
4541,0
4542,0
4543,0
4544,0
4545,0
4546,1
4547,0
4548,0
4549,0
4550,0
4551,1
4552,0
4553,0
4554,0
4555,0
4556,0
4557,0
4558,0
4559,0
4560,0
4561,0
4562,0
4563,0
4564,0
4565,0
4566,0
4567,0
4568,0
4569,0
4570,0
4571,0
4572,0
4573,0
4574,0
4575,0
4576,0
4577,0
4578,1
4579,0
4580,0
4581,0
4582,1
4583,0
4584,0
4585,0
4586,0
4587,0
4588,0
4589,0
4590,0
4591,0
4592,0
4593,0
4594,0
4595,0
4596,0
4597,0
4598,0
4599,0
4600,0
4601,0
4602,0
4603,0
4604,0
4605,0
4606,1
4607,1
4608,0
4609,1
4610,0
4611,1
4612,0
4613,0
4614,0
4615,1
4616,0
4617,1
4618,1
4619,1
4620,1
4621,1
4622,0
4623,1
4624,0
4625,0
4626,0
4627,0
4628,1
4629,0
4630,1
4631,1
4632,1
4633,1
4634,0
4635,0
4636,1
4637,0
4638,1
4639,1
4640,0
4641,1
4642,0
4643,1
4644,1
4645,1
4646,1
4647,1
4648,0
4649,1
4650,1
4651,1
4652,1
4653,1
4654,1
4655,0
4656,1
4657,1
4658,1
4659,1
4660,0
4661,0
4662,0
4663,1
4664,0
4665,0
4666,0
4667,1
4668,1
4669,1
4670,1
4671,0
4672,1
4673,1
4674,0
4675,0
4676,0
4677,0
4678,1
4679,0
4680,1
4681,0
4682,0
4683,1
4684,0
4685,1
4686,1
4687,0
4688,0
4689,1
4690,0
4691,0
4692,1
4693,1
4694,1
4695,1
4696,1
4697,0
4698,0
4699,0
4700,1
4701,0
4702,1
4703,0
4704,0
4705,1
4706,0
4707,0
4708,0
4709,0
4710,0
4711,1
4712,0
4713,0
4714,0
4715,1
4716,1
4717,1
4718,1
4719,1
4720,0
4721,1
4722,0
4723,1
4724,0
4725,1
4726,0
4727,1
4728,1
4729,1
4730,1
4731,1
4732,1
4733,0
4734,1
4735,0
4736,1
4737,0
4738,1
4739,1
4740,0
4741,1
4742,1
4743,1
4744,0
4745,1
4746,1
4747,0
4748,1
4749,0
4750,0
4751,0
4752,0
4753,0
4754,0
4755,0
4756,0
4757,0
4758,1
4759,1
4760,0
4761,1
4762,0
4763,0
4764,0
4765,0
4766,0
4767,1
4768,0
4769,0
4770,0
4771,0
4772,0
4773,0
4774,0
4775,0
4776,0
4777,0
4778,0
4779,0
4780,0
4781,0
4782,0
4783,0
4784,0
4785,0
4786,0
4787,0
4788,0
4789,0
4790,0
4791,0
4792,0
4793,0
4794,0
4795,0
4796,0
4797,0
4798,0
4799,0
4800,0
4801,0
4802,0
4803,0
4804,0
4805,0
4806,0
4807,0
4808,0
4809,0
4810,0
4811,0
4812,1
4813,0
4814,0
4815,0
4816,0
4817,0
4818,0
4819,0
4820,0
4821,0
4822,1
4823,0
4824,0
4825,0
4826,0
4827,0
4828,0
4829,0
4830,0
4831,0
4832,0
4833,1
4834,0
4835,0
4836,0
4837,0
4838,0
4839,0
4840,0
4841,0
4842,0
4843,0
4844,0
4845,0
4846,0
4847,0
4848,0
4849,0
4850,0
4851,1
4852,0
4853,0
4854,0
4855,0
4856,0
4857,0
4858,0
4859,0
4860,0
4861,0
4862,0
4863,0
4864,0
4865,0
4866,0
4867,0
4868,0
4869,0
4870,0
4871,0
4872,0
4873,0
4874,0
4875,0
4876,0
4877,0
4878,0
4879,0
4880,0
4881,0
4882,0
4883,0
4884,0
4885,0
4886,0
4887,0
4888,0
4889,0
4890,0
4891,0
4892,0
4893,0
4894,0
4895,1
4896,0
4897,0
4898,0
4899,0
4900,0
4901,0
4902,0
4903,0
4904,0
4905,0
4906,0
4907,0
4908,0
4909,0
4910,0
4911,0
4912,0
4913,0
4914,0
4915,0
4916,0
4917,0
4918,0
4919,0
4920,0
4921,0
4922,0
4923,0
4924,0
4925,0
4926,0
4927,0
4928,0
4929,0
4930,0
4931,0
4932,0
4933,0
4934,0
4935,0
4936,0
4937,0
4938,0
4939,0
4940,0
4941,0
4942,0
4943,0
4944,0
4945,0
4946,0
4947,0
4948,0
4949,0
4950,0
4951,1
4952,0
4953,0
4954,0
4955,0
4956,0
4957,0
4958,1
4959,0
4960,0
4961,0
4962,1
4963,1
4964,1
4965,1
4966,0
4967,1
4968,1
4969,0
4970,1
4971,0
4972,0
4973,0
4974,0
4975,1
4976,0
4977,1
4978,1
4979,1
4980,1
4981,0
4982,0
4983,0
4984,0
4985,0
4986,0
4987,0
4988,0
4989,0
4990,1
4991,0
4992,0
4993,0
4994,0
4995,0
4996,0
4997,1
4998,1
4999,0
5000,0
5001,0
5002,0
5003,0
5004,0
5005,0
5006,0
5007,0
5008,0
5009,0
5010,0
5011,0
5012,0
5013,0
5014,0
5015,0
5016,0
5017,0
5018,0
5019,0
5020,0
5021,1
5022,0
5023,0
5024,0
5025,0
5026,0
5027,0
5028,1
5029,0
5030,0
5031,0
5032,1
5033,1
5034,0
5035,1
5036,0
5037,1
5038,0
5039,1
5040,1
5041,0
5042,1
5043,1
5044,0
5045,1
5046,1
5047,1
5048,1
5049,0
5050,0
5051,0
5052,1
5053,1
5054,1
5055,0
5056,0
5057,0
5058,1
5059,0
5060,0
5061,0
5062,0
5063,0
5064,0
5065,0
5066,1
5067,0
5068,0
5069,0
5070,1
5071,1
5072,1
5073,1
5074,0
5075,0
5076,1
5077,0
5078,1
5079,0
5080,0
5081,0
5082,0
5083,1
5084,1
5085,0
5086,1
5087,1
5088,1
5089,1
5090,1
5091,1
5092,0
5093,0
5094,0
5095,0
5096,1
5097,0
5098,0
5099,1
5100,0
5101,0
5102,0
5103,0
5104,0
5105,1
5106,0
5107,0
5108,0
5109,0
5110,0
5111,0
5112,0
5113,0
5114,0
5115,0
5116,0
5117,0
5118,1
5119,1
5120,1
5121,0
5122,1
5123,1
5124,1
5125,1
5126,1
5127,1
5128,1
5129,1
5130,0
5131,1
5132,0
5133,0
5134,0
5135,1
5136,1
5137,1
5138,1
5139,1
5140,0
5141,0
5142,0
5143,0
5144,0
5145,0
5146,0
5147,1
5148,1
5149,0
5150,1
5151,1
5152,1
5153,0
5154,1
5155,1
5156,1
5157,1
5158,0
5159,0
5160,0
5161,1
5162,0
5163,0
5164,0
5165,0
5166,1
5167,0
5168,1
5169,1
5170,1
5171,1
5172,1
5173,0
5174,0
5175,1
5176,1
5177,0
5178,0
5179,1
5180,1
5181,0
5182,1
5183,0
5184,0
5185,0
5186,0
5187,0
5188,0
5189,0
5190,0
5191,0
5192,0
5193,1
5194,0
5195,0
5196,1
5197,1
5198,0
5199,0
5200,1
5201,0
5202,0
5203,0
5204,0
5205,0
5206,0
5207,0
5208,0
5209,0
5210,0
5211,0
5212,0
5213,0
5214,0
5215,0
5216,0
5217,0
5218,0
5219,0
5220,0
5221,0
5222,1
5223,0
5224,0
5225,0
5226,0
5227,0
5228,1
5229,0
5230,0
5231,0
5232,1
5233,0
5234,0
5235,0
5236,0
5237,0
5238,0
5239,0
5240,0
5241,0
5242,0
5243,0
5244,0
5245,0
5246,0
5247,0
5248,0
5249,1
5250,0
5251,0
5252,0
5253,0
5254,0
5255,0
5256,0
5257,1
5258,0
5259,0
5260,0
5261,0
5262,1
5263,1
5264,1
5265,1
5266,1
5267,1
5268,1
5269,1
5270,1
5271,1
5272,1
5273,1
5274,1
5275,1
5276,1
5277,1
5278,1
5279,1
5280,1
5281,1
5282,1
5283,1
5284,1
5285,1
5286,1
5287,1
5288,1
5289,0
5290,0
5291,0
5292,1
5293,0
5294,0
5295,0
5296,0
5297,0
5298,1
5299,0
5300,0
5301,1
5302,1
5303,0
5304,1
5305,0
5306,1
5307,0
5308,0
5309,0
5310,0
5311,0
5312,0
5313,1
5314,1
5315,1
5316,0
5317,0
5318,1
5319,0
5320,0
5321,0
5322,0
5323,0
5324,0
5325,0
5326,1
5327,0
5328,0
5329,0
5330,1
5331,1
5332,0
5333,1
5334,1
5335,1
5336,1
5337,1
5338,1
5339,1
5340,0
5341,1
5342,1
5343,1
5344,1
5345,1
5346,1
5347,1
5348,1
5349,1
5350,1
5351,1
5352,1
5353,1
5354,0
5355,1
5356,1
5357,0
5358,1
5359,1
5360,1
5361,1
5362,1
5363,1
5364,1
5365,1
5366,1
5367,1
5368,1
5369,1
5370,1
5371,1
5372,1
5373,0
5374,1
5375,1
5376,1
5377,1
5378,1
5379,1
5380,1
5381,1
5382,1
5383,1
5384,1
5385,1
5386,1
5387,1
5388,0
5389,0
5390,0
5391,1
5392,1
5393,1
5394,0
5395,0
5396,0
5397,0
5398,0
5399,0
5400,1
5401,0
5402,1
5403,0
5404,1
5405,1
5406,1
5407,1
5408,1
5409,0
5410,1
5411,1
5412,1
5413,0
5414,0
5415,1
5416,0
5417,1
5418,1
5419,1
5420,1
5421,0
5422,0
5423,0
5424,1
5425,1
5426,1
5427,1
5428,1
5429,1
5430,1
5431,0
5432,1
5433,0
5434,1
5435,0
5436,1
5437,0
5438,1
5439,1
5440,1
5441,1
5442,1
5443,1
5444,1
5445,1
5446,0
5447,1
5448,1
5449,1
5450,1
5451,1
5452,1
5453,0
5454,1
5455,1
5456,1
5457,1
5458,0
5459,0
5460,0
5461,1
5462,1
5463,1
5464,1
5465,1
5466,0
5467,0
5468,0
5469,0
5470,0
5471,0
5472,0
5473,1
5474,0
5475,0
5476,1
5477,1
5478,1
5479,1
5480,1
5481,1
5482,0
5483,1
5484,1
5485,0
5486,1
5487,1
5488,1
5489,1
5490,0
5491,1
5492,1
5493,0
5494,0
5495,0
5496,1
5497,1
5498,0
5499,0
5500,0
5501,0
5502,0
5503,0
5504,0
5505,0
5506,1
5507,0
5508,0
5509,0
5510,0
5511,0
5512,0
5513,0
5514,0
5515,0
5516,0
5517,0
5518,0
5519,1
5520,0
5521,0
5522,1
5523,1
5524,1
5525,1
5526,1
5527,0
5528,0
5529,1
5530,0
5531,1
5532,1
5533,1
5534,1
5535,1
5536,1
5537,1
5538,1
5539,1
5540,1
5541,1
5542,1
5543,1
5544,1
5545,0
5546,1
5547,1
5548,1
5549,0
5550,0
5551,1
5552,1
5553,0
5554,0
5555,0
5556,0
5557,0
5558,1
5559,0
5560,0
5561,0
5562,0
5563,1
5564,0
5565,1
5566,1
5567,0
5568,0
5569,0
5570,0
5571,0
5572,0
5573,0
5574,1
5575,0
5576,1
5577,1
5578,1
5579,0
5580,1
5581,1
5582,1
5583,1
5584,1
5585,0
5586,1
5587,1
5588,1
5589,1
5590,1
5591,1
5592,1
5593,1
5594,1
5595,1
5596,1
5597,1
5598,1
5599,0
5600,1
5601,1
5602,1
5603,1
5604,1
5605,1
5606,1
5607,1
5608,1
5609,1
5610,1
5611,1
5612,1
5613,1
5614,1
5615,1
5616,1
5617,0
5618,1
5619,1
5620,1
5621,1
5622,0
5623,0
5624,1
5625,1
5626,1
5627,1
5628,1
5629,1
5630,0
5631,1
5632,1
5633,0
5634,0
5635,1
5636,1
5637,1
5638,0
5639,0
5640,1
5641,0
5642,1
5643,1
5644,1
5645,1
5646,1
5647,1
5648,1
5649,1
5650,0
5651,0
5652,0
5653,0
5654,1
5655,0
5656,1
5657,1
5658,1
5659,1
5660,1
5661,0
5662,0
5663,1
5664,1
5665,1
5666,0
5667,1
5668,0
5669,0
5670,0
5671,1
5672,0
5673,0
5674,1
5675,1
5676,1
5677,0
5678,0
5679,1
5680,0
5681,0
5682,0
5683,0
5684,0
5685,0
5686,0
5687,1
5688,1
5689,0
5690,1
5691,0
5692,1
5693,0
5694,1
5695,0
5696,0
5697,0
5698,0
5699,0
5700,0
5701,0
5702,0
5703,1
5704,0
5705,0
5706,0
5707,1
5708,0
5709,0
5710,0
5711,1
5712,0
5713,0
5714,1
5715,0
5716,1
5717,0
5718,0
5719,0
5720,1
5721,0
5722,0
5723,1
5724,0
5725,0
5726,0
5727,0
5728,1
5729,1
5730,0
5731,0
5732,0
5733,0
5734,0
5735,0
5736,1
5737,0
5738,0
5739,0
5740,0
5741,0
5742,1
5743,0
5744,0
5745,0
5746,1
5747,1
5748,1
5749,0
5750,1
5751,0
5752,0
5753,0
5754,0
5755,0
5756,0
5757,0
5758,0
5759,1
5760,0
5761,0
5762,0
5763,0
5764,0
5765,1
5766,0
5767,0
5768,0
5769,0
5770,0
5771,0
5772,1
5773,0
5774,0
5775,0
5776,0
5777,0
5778,0
5779,1
5780,0
5781,0
5782,1
5783,0
5784,0
5785,0
5786,1
5787,0
5788,0
5789,0
5790,0
5791,1
5792,1
5793,0
5794,0
